wavelength,coeff
465.1492,1.0493094022128482
465.16458,1.0492135866960557
465.17999000000003,1.0491176296329627
465.1954,1.0490217179319157
465.21078,1.0489260381482193
465.2262,1.048830154820208
465.24158,1.0487345653650728
465.25699000000003,1.0486388346442086
465.27237,1.048543335360514
465.28778,1.0484476949230577
465.30315999999993,1.048352285683274
465.31857,1.0482567354015662
465.33395,1.0481614160784012
465.34937,1.0480658938926897
465.36475,1.0479706643882345
465.38016,1.047875294065189
465.39554000000004,1.0477801542234506
465.41095,1.0476848736745763
465.42633,1.0475898233689833
465.44174000000004,1.0474946324675805
465.45712000000003,1.0473996715717975
465.47253,1.047304570191406
465.48792000000003,1.0472096369087793
465.50333,1.0471146249521877
465.51874000000004,1.0470196576891975
465.53412000000003,1.0469249198390747
465.54953,1.046830041781879
465.56490999999994,1.0467353929011618
465.58032000000003,1.046640603924126
465.5957,1.0465460438875447
465.61110999999994,1.0464513438652765
465.6265,1.0463568111374164
465.64190999999994,1.046262199973582
465.65729000000005,1.0461678172791564
465.6727,1.04607329481996
465.68807999999996,1.045979000595231
465.70349000000004,1.0458845667159806
465.71887000000004,1.0457903608366141
465.73427999999996,1.0456960154128523
465.74965999999995,1.0456018977547488
465.76507999999995,1.0455075795104058
465.78045999999995,1.045413549978291
465.79587000000004,1.0453193811216892
465.81125,1.045225439563295
465.82665999999995,1.045131358790163
465.84207000000004,1.0450373220552795
465.85745,1.0449435122688933
465.87285999999995,1.0448495634322121
465.88824000000005,1.0447558413114078
465.90365999999995,1.044661919354807
465.91904000000005,1.0445682848051692
465.93445,1.0444745114240217
465.94982999999996,1.0443809642945006
465.96524000000005,1.0442872784426545
465.98062000000004,1.0441938186108783
465.99602999999996,1.044100220165842
466.01140999999996,1.044006847509669
466.02682000000004,1.043913336349175
466.04220999999995,1.0438199901069896
466.05762000000004,1.0437265661372883
466.07300000000004,1.0436333674950222
466.08840999999995,1.0435400305659777
466.10379000000006,1.0434469187342135
466.1192,1.0433536687242404
466.13457999999997,1.0432606435817475
466.14999000000006,1.0431674803694861
466.16540999999995,1.0430743001387799
466.18079000000006,1.0429814048735615
466.1962,1.0428883717011
466.21157999999997,1.0427955628229553
466.22699000000006,1.0427026161457025
466.24237,1.0426098935341845
466.25777999999997,1.0425170332315739
466.27315999999996,1.0424243967664595
466.28857,1.0423316227181434
466.30395999999996,1.042239012117564
466.31937,1.0421463242313775
466.33475,1.0420538597271787
466.35015999999996,1.0419612578552278
466.36554,1.0418688791380646
466.38095,1.041776363160674
466.39633,1.0416840701112144
466.41174,1.0415916399089307
466.42712,1.041499432408063
466.44254000000006,1.041407027950481
466.45792,1.0413149059070415
466.47333,1.041222646925254
466.48874000000006,1.0411304307089302
466.50412,1.041038436629052
466.51953,1.0409463057713888
466.53490999999997,1.0408543968248518
466.55032,1.0407623512073871
466.5657,1.0406705272760706
466.58112,1.040578507118526
466.5965,1.040486768112081
466.61190999999997,1.0403948926480922
466.62729,1.0403032384212407
466.6427,1.04021144784334
466.65808,1.040119878278614
466.67349,1.040028172469212
466.68887,1.0399366874493607
466.70428,1.0398450662910874
466.71967,1.03975360628457
466.73508,1.0396620696877068
466.75046,1.0395707534340808
466.76587,1.039479301254213
466.78125,1.039388069194967
466.79666,1.0392967013153742
466.81207,1.0392053755832265
466.82745,1.0391142696382927
466.84286,1.039023028031681
466.85825,1.0389319468220446
466.87366,1.038840789252049
466.88904,1.038749851025967
466.90445,1.038658777349311
466.91983,1.0385679227954536
466.93524,1.038476932896379
466.95062,1.0383861618993193
466.96603,1.0382952556622822
466.98141,1.0382045681068046
466.99683,1.0381136864925318
467.01221,1.0380230822906786
467.02762,1.0379323430590022
467.043,1.0378418220688983
467.05841,1.0377511661538554
467.07379000000003,1.0376607282609216
467.0892,1.0375701555478123
467.10458,1.0374798006376773
467.12,1.0373892523041386
467.13541,1.0372988042466997
467.15079000000003,1.037208573663969
467.1662,1.0371182085225434
467.18158,1.0370280606375084
467.19699,1.0369377782981326
467.21237,1.0368477129971554
467.22778,1.0367575133460722
467.24316,1.0366675305157216
467.25858,1.0365773549731834
467.27396,1.0364874545269676
467.28937,1.0363974199387984
467.30475,1.0363076017369348
467.32016,1.0362176494970023
467.33554000000004,1.036127913426682
467.35095,1.0360380434220615
467.36633,1.0359483893706822
467.38174000000004,1.0358586014886528
467.39713,1.0357689711177502
467.41254000000004,1.0356792652724174
467.42792000000003,1.035589774948481
467.44333,1.0355001510008839
467.45874000000003,1.0354105679999448
467.47412,1.0353212001973107
467.48953,1.035231698925975
467.50490999999994,1.0351424126380202
467.52032,1.0350529929844905
467.53570999999994,1.0349637301123775
467.55112,1.034874391991516
467.5665,1.0347852684250733
467.58190999999994,1.0346960116990032
467.59729000000004,1.0346069693133806
467.6127,1.0345177938709125
467.62807999999995,1.034428832555244
467.64349000000004,1.0343397382853956
467.65887000000004,1.034250857929013
467.67429000000004,1.0341617869708906
467.68967000000004,1.0340729874895689
467.70508,1.0339840552590913
467.72045999999995,1.0338953365162904
467.73587000000003,1.0338064851266562
467.75125,1.033717847012312
467.76665999999994,1.0336290763533449
467.78207000000003,1.0335403460577304
467.79745,1.0334518287193106
467.81287000000003,1.0333631214750938
467.82825,1.0332746845168719
467.84365999999994,1.0331861152691308
467.85904000000005,1.0330977585556242
467.87445,1.0330092696544075
467.88982999999996,1.0329209930764502
467.90524000000005,1.0328325844124782
467.92062000000004,1.0327443878610996
467.93604000000005,1.032656002019326
467.95142000000004,1.0325678854116926
467.96682999999996,1.0324796369211278
467.98220999999995,1.0323916001226907
467.99762000000004,1.0323034315426765
468.01300000000003,1.0322154744450576
468.02840999999995,1.0321273856671047
468.04379000000006,1.0320395081621208
468.0592,1.0319514990779337
468.07457999999997,1.0318637010575993
468.09,1.0317757145119737
468.10540999999995,1.0316878248303398
468.12079000000006,1.0316001458992945
468.1362,1.0315123356414573
468.15157999999997,1.031424735925861
468.16699000000006,1.031337004984207
468.18237,1.031249484376755
468.19777999999997,1.031161832643868
468.21317,1.0310743341961757
468.22857999999997,1.030986761590506
468.24395999999996,1.0308993989038084
468.25937000000005,1.0308119052926168
468.27475,1.0307246213932744
468.29015999999996,1.030637206669727
468.30554000000006,1.0305500014512057
468.32095,1.0304626655086566
468.33633,1.030375538864618
468.35175,1.0302882249855934
468.36713,1.0302011768353567
468.38254000000006,1.030113998161139
468.39792,1.030027028373243
468.41333,1.029939928161207
468.42874000000006,1.0298528671787195
468.44412,1.0297660147741525
468.45953,1.0296790320950513
468.47490999999997,1.0295922577887129
468.49033,1.0295052969252378
468.50570999999997,1.0294186006371482
468.52112,1.0293317742735744
468.5365,1.0292451558732834
468.55190999999996,1.0291584074968514
468.56729,1.0290718668794436
468.5827,1.0289851963851293
468.59808,1.0288987334458797
468.61349,1.0288121407288477
468.62888,1.0287256992084763
468.64429,1.0286391841892861
468.65967,1.0285528763180707
468.67508,1.0284664388670197
468.69046,1.0283802083608768
468.70587,1.0282938483736934
468.72125,1.0282076951286458
468.73666,1.0281214125012426
468.75208,1.0280351125987217
468.76745999999997,1.0279490751133327
468.78287,1.027862908393489
468.79825,1.0277769479099834
468.81365999999997,1.0276908582904358
468.82904,1.027604974705487
468.84445,1.0275189620827998
468.85983,1.0274331552932665
468.87524,1.027347219564188
468.89063,1.0272614337382802
468.90604,1.0271755748246674
468.92142,1.0270899213421356
468.93683,1.0270041391161517
468.95221,1.0269185621206818
468.96762,1.0268328564796267
468.983,1.0267473558688114
468.99841,1.0266617267101723
469.01379000000003,1.0265763023817869
469.02921,1.0264906940979313
469.04459,1.0264053459746612
469.06,1.026319869498795
469.07541,1.026234431160742
469.09079,1.026149197154089
469.1062,1.0260638349410032
469.12158,1.025978676860348
469.13699,1.0258933906705352
469.15237,1.0258083084144711
469.16779,1.0257230428633086
469.18317,1.0256380363551874
469.19858,1.0255529019321676
469.21396,1.0254679710463328
469.22937,1.025382912342554
469.24475,1.0252980569781387
469.26016,1.0252130738926277
469.27554000000003,1.025128293948946
469.29095,1.0250433863809074
469.30634000000003,1.0249586266951534
469.32175,1.0248737945684518
469.33713,1.0247891651893057
469.35254000000003,1.024704408378994
469.36792,1.02461985411956
469.38333,1.024535172525381
469.39874000000003,1.0244505285383234
469.41412,1.0243660868075612
469.42953,1.0242815178865337
469.44492,1.0241970961830738
469.46033,1.0241126022525968
469.47570999999994,1.0240283101866947
469.49112,1.0239438911227656
469.5065,1.0238596737280077
469.52190999999993,1.0237753294311676
469.53729000000004,1.023691186608375
469.5527,1.0236069169793403
469.56808,1.0235228486295107
469.5835,1.0234385989446397
469.59888,1.0233546049930848
469.61429000000004,1.0232704844266782
469.62967000000003,1.0231865647505731
469.64508,1.0231025185551412
469.66045999999994,1.0230186730560067
469.67587000000003,1.0229347011329637
469.69125,1.0228509297124957
469.70667000000003,1.0227669775317716
469.72208,1.0226831168929968
469.73745999999994,1.0225994564665764
469.75287000000003,1.0225156698544131
469.76825,1.0224320832615772
469.78365999999994,1.022348370578052
469.79904000000005,1.0222648577211013
469.81445,1.0221812188684105
469.82982999999996,1.0220977796498216
469.84525,1.0220141603144537
469.86062999999996,1.0219307946607394
469.87604000000005,1.021847303200898
469.89142000000004,1.0217640109909751
469.90682999999996,1.0216805930695623
469.92220999999995,1.0215973742064188
469.93762000000004,1.0215140297263188
469.95300000000003,1.0214308841131146
469.96840999999995,1.0213476129773846
469.9838,1.0212644865160252
469.99920999999995,1.021181288651663
470.01459000000006,1.0210982892722091
470.03,1.0210151645588084
470.04540999999995,1.0209320764203043
470.06079000000005,1.0208491864808868
470.0762,1.02076617134871
470.09157999999996,1.0206833542254754
470.10699000000005,1.0206004120034455
470.12237999999996,1.0205176138122904
470.13779000000005,1.02043474442803
470.15317000000005,1.0203520726731752
470.16857999999996,1.020269276007179
470.18395999999996,1.0201866767812553
470.19937000000004,1.0201039527378493
470.21475,1.0200214259454534
470.23015999999996,1.0199387744291302
470.24554000000006,1.0198563199750255
470.26095999999995,1.0197736873142236
470.27634000000006,1.0196913051267877
470.29175,1.0196087984022613
470.30713,1.019526488363113
470.32254000000006,1.0194440538801217
470.33792,1.0193618158945246
470.35332999999997,1.019279453558233
470.36874000000006,1.0191971272948783
470.38412,1.0191149972473477
470.39954000000006,1.0190326896231934
470.41492,1.0189506314163586
470.43032999999997,1.0188684490913307
470.44570999999996,1.0187864626076926
470.46112,1.0187043520986545
470.4765,1.0186224372442207
470.49190999999996,1.0185403984570789
470.50729,1.0184585551380183
470.52270999999996,1.0183765347995841
470.53809,1.01829476294542
470.5535,1.0182128673436597
470.56888,1.0181311668376716
470.58429,1.0180493426764778
470.59967,1.0179677134253264
470.61508,1.0178859606112576
470.63045999999997,1.0178044025217667
470.64587,1.0177227209615471
470.66125,1.0176412339407033
470.67667,1.0175595705933964
470.69208,1.0174779957971158
470.70745999999997,1.0173966152627483
470.72287,1.01731511148776
470.73825,1.0172338017901366
470.75365999999997,1.0171523689437307
470.76904,1.0170711299904036
470.78445,1.0169897679800326
470.79984,1.0169085469149568
470.81525,1.0168272556711966
470.83063,1.0167461579526602
470.84604,1.0166649373602905
470.86142,1.0165839101096388
470.87683,1.0165027600765943
470.89221,1.016421803202021
470.90762,1.0163407236363953
470.923,1.016259837046252
470.93842,1.0161787752984903
470.9538,1.0160979589240704
470.96921,1.0160170200410144
470.98459,1.0159362737681747
471.0,1.0158554050777449
471.01541,1.015774571483542
471.03079,1.0156939302262413
471.0462,1.0156131666877752
471.06158,1.0155325953043797
471.077,1.0154518493775548
471.09238,1.0153713477999358
471.10779,1.015290724122679
471.12317,1.0152102922375383
471.13858,1.0151297383433626
471.15396,1.0150493760602382
471.16937,1.0149688918585804
471.18475,1.014888599087165
471.20016,1.0148081844876222
471.21555,1.0147279089882126
471.23096,1.014647563923099
471.24634000000003,1.014567409927309
471.26175,1.014487134283941
471.27713,1.0144070495298474
471.29254000000003,1.0143268432182893
471.30792,1.014246827616208
471.32333,1.0141666905466773
471.33875,1.0140865361286426
471.35413,1.0140066241427643
471.36954000000003,1.0139265908243515
471.38492,1.0138467477668802
471.40033,1.0137667834666468
471.41571,1.01368700924844
471.43112,1.0136071138771456
471.4465,1.0135274084092127
471.46191,1.0134475818777728
471.47729000000004,1.0133679450712778
471.49271,1.0132881355447634
471.50809000000004,1.0132085673332794
471.5235,1.013128878237187
471.53888,1.013049378509898
471.55429000000004,1.0129697579872903
471.56967000000003,1.012890326655818
471.58508,1.0128107746182209
471.60045999999994,1.0127314115943402
471.61588,1.0126518763852757
471.63125999999994,1.0125725816030533
471.64667000000003,1.0124931662928323
471.66208,1.012413785137075
471.67745999999994,1.0123345925524245
471.69287,1.012255279573141
471.70825,1.0121761549884096
471.72365999999994,1.0120969100978086
471.73904000000005,1.012017853425451
471.75445999999994,1.0119386251667324
471.76984000000004,1.0118596363413657
471.78525,1.0117805273873979
471.80062999999996,1.0117016062997357
471.81604000000004,1.0116225651719468
471.83142000000004,1.0115437117348907
471.84682999999995,1.0114647383460915
471.86220999999995,1.011385952472696
471.87762000000004,1.0113070467358412
471.89300999999995,1.011228277167951
471.90842000000004,1.0111494390180793
471.9238,1.01107078803363
471.93920999999995,1.0109920173620404
471.95459000000005,1.010913433681273
471.97,1.010834730401367
471.98540999999994,1.0107560608176658
472.00079000000005,1.01067757796326
472.0162,1.0105989756415852
472.03159000000005,1.0105205089005638
472.04699999999997,1.0104419737764925
472.06237999999996,1.0103636250339183
472.07779000000005,1.0102851569995408
472.09317000000004,1.0102068751731497
472.10857999999996,1.0101284741425345
472.12395999999995,1.0100502591466367
472.13937000000004,1.0099719250339974
472.15475,1.0098937767830471
472.17017000000004,1.0098154587236698
472.18555,1.0097373771539042
472.20095999999995,1.0096591766421141
472.21634000000006,1.0095811616466155
472.23175,1.0095030277962973
472.24712999999997,1.009425079289959
472.26254000000006,1.0093470120159092
472.27792,1.0092691299137677
472.29332999999997,1.0091911291309317
472.30875,1.0091131110095775
472.32412999999997,1.0090353284085207
472.33954000000006,1.0089574272571915
472.35492,1.008879710848488
472.37032999999997,1.0088018759762962
472.38570999999996,1.0087242256754878
472.40112,1.0086464569978835
472.4165,1.008568872720656
472.43192,1.0084911197404962
472.4473,1.0084136014240803
472.46270999999996,1.008335964904004
472.47809000000007,1.0082585124429424
472.4935,1.0081809418646355
472.50888,1.0081035551750452
472.52429000000006,1.0080260504545289
472.53967,1.0079487294526657
472.55508,1.0078712905061074
472.57047,1.0077939848879456
472.58588,1.0077166116529732
472.60125999999997,1.0076394217971705
472.61667,1.0075621141688846
472.63208,1.0074848393445766
472.64745999999997,1.007407747645399
472.66287,1.007330538302676
472.67825,1.0072535119160704
472.69365999999997,1.0071763679717372
472.70905,1.0070993567855662
472.72445999999997,1.0070222781777656
472.73984,1.0069453821886947
472.75525,1.0068683688132845
472.77063,1.0067915378882866
472.78604,1.0067145896624914
472.80142,1.0066378237190217
472.81683,1.0065609405602058
472.83221,1.0064842395158597
472.84763,1.0064073715025192
472.86301,1.0063307352960684
472.87842,1.0062539820449323
472.8938,1.0061774105731867
472.90921,1.0061007221419347
472.92459,1.0060242153229066
472.94,1.0059475916294611
472.95541,1.0058710003056819
472.97079,1.0057945903437233
472.98620999999997,1.005718013984923
473.00159,1.0056416684921967
473.017,1.005565206337449
473.03238,1.0054889252115062
473.04779,1.0054125275083128
473.06317,1.0053363106677853
473.07858,1.0052599773346906
473.09396,1.0051838246983493
473.10938,1.0051075061712582
473.12476,1.0050314176788218
473.14017,1.0049552128629422
473.15555,1.0048791884126156
473.17096,1.0048030477232603
473.18634000000003,1.0047270872342222
473.20175,1.0046510105904805
473.21713,1.004575113982049
473.23254000000003,1.004499101303145
473.24792,1.0044232684947696
473.26334,1.0043472704250458
473.27875,1.0042713535940537
473.29413,1.0041956163867019
473.30954,1.0041197633191423
473.32492,1.004044089711001
473.34033,1.0039683003265758
473.35571,1.0038926902375693
473.37112,1.0038169644561117
473.38651,1.0037413686965404
473.40192,1.0036657064586394
473.4173,1.0035902231887752
473.43271,1.003514624393891
473.44809000000004,1.0034392044037124
473.4635,1.0033636689720806
473.47888,1.003288312182048
473.49429000000003,1.0032128400340405
473.50967,1.0031375463647456
473.52509000000003,1.0030620884960606
473.54047,1.0029868578886916
473.55588,1.002911512090071
473.57125999999994,1.002836344444999
473.58667,1.0027610616918905
473.60208,1.0026858104625431
473.61745999999994,1.002610737143413
473.63287,1.0025355488409438
473.64825,1.0024605382867975
473.66367,1.0023853640914082
473.67905,1.002310416243913
473.69445999999994,1.0022353535790112
473.70984000000004,1.0021604683392478
473.72525,1.0020854683648988
473.74062999999995,1.0020106456544517
473.75604000000004,1.0019357082921505
473.77142000000003,1.0018609480327336
473.78683,1.0017860732041086
473.80222000000003,1.001711326759498
473.81763,1.0016365144065802
473.83300999999994,1.001561878835109
473.84842000000003,1.0014871288594873
473.8638,1.0014125555049465
473.87920999999994,1.0013378678286418
473.89459000000005,1.0012633566132676
473.91,1.0011887311584284
473.92542000000003,1.0011140884190863
473.9408,1.001039670317265
473.95620999999994,1.0009651380993305
473.97159000000005,1.0008907819427677
473.98699999999997,1.0008163117521731
474.00237999999996,1.000742017463557
474.01779000000005,1.0006676092229037
474.03317000000004,1.0005933767250506
474.04857999999996,1.0005190303570708
474.06395999999995,1.0004448595729247
474.07937999999996,1.0003705268050753
474.09475999999995,1.0002964176777163
474.11017000000004,1.0002221948438155
474.12555,1.0001481472764122
474.14095999999995,1.0000739860841197
474.15634000000006,1.0
474.17175,0.999925900372557
474.18712999999997,0.9998519756951776
474.20255,0.9997778895204235
474.21792999999997,0.999704026193272
474.23334000000006,0.9996300494856977
474.24875,0.9995561034852004
474.26412999999997,0.9994823320402939
474.27954000000005,0.9994084473369349
474.29492,0.9993347370317988
474.31032999999996,0.9992609135493913
474.32570999999996,0.9991872643080497
474.34112999999996,0.9991134541139229
474.35650999999996,0.999039865880323
474.37192000000005,0.9989661646315853
474.3873,0.9988926373101844
474.40270999999996,0.9988189970545702
474.41809000000006,0.9987455305697687
474.4335,0.9986719512315962
474.44888,0.9985985455079209
474.46429000000006,0.998525027011631
474.47968,0.9984516342950074
474.49509000000006,0.9983781765848914
474.51047,0.9983048921772215
474.52588,0.9982314951582237
474.54125999999997,0.9981582712859849
474.55667,0.9980849348829192
474.57207999999997,0.9980116287891593
474.58745999999996,0.9979384956089431
474.60287,0.9978652500185379
474.61825999999996,0.9977921296847139
474.63367,0.9977189445424011
474.64905,0.9976459320034565
474.66445999999996,0.9975728072148495
474.67984,0.9974998548748573
474.69525,0.9974267903653281
474.71063,0.9973538981498689
474.72604,0.9972808938449126
474.74142,0.9972080616796881
474.75684,0.997135070179079
474.77222,0.9970622980093797
474.78763,0.9969894139100425
474.80301,0.9969167016423254
474.81842,0.9968438775247598
474.8338,0.9967712250850927
474.84920999999997,0.9966984608752855
474.86459,0.9966258681898584
474.88,0.9965531638139149
474.89542,0.9964804422054735
474.9108,0.9964079390616765
474.92620999999997,0.9963353243467085
474.94159,0.9962628807730975
474.957,0.9961903257077328
474.97238,0.9961179416309219
474.98779,0.9960454461416919
475.00317,0.9959731214884155
475.01859,0.9959006385058015
475.03397,0.9958283732221774
475.04938,0.9957559966845811
475.06476,0.9956837906782975
475.08017,0.9956114734971279
475.09555,0.9955393266952784
475.11096,0.9954670687975467
475.12634,0.9953949811273456
475.14175,0.9953227824401841
475.15714,0.995250707005907
475.17255,0.9951785674757633
475.18793,0.9951065978701227
475.20334,0.9950345174051461
475.21875,0.9949624664742943
475.23413,0.9948905852411679
475.24954,0.9948185932667264
475.26492,0.9947467708391243
475.28033,0.9946748377487618
475.29572,0.9946030274036888
475.31113,0.9945311531442786
475.32651,0.9944594481304849
475.34192,0.9943876326108175
475.3573,0.9943159861864794
475.37271,0.9942442293345766
475.38809000000003,0.9941726414279138
475.4035,0.9941009431719153
475.41888,0.9940294137112655
475.4343,0.9939577274998104
475.44968,0.9938862564325744
475.46509000000003,0.993814675172241
475.48047,0.9937432624080202
475.49588,0.993671739528685
475.51125999999994,0.9936003849961667
475.52667,0.9935289204264373
475.54208,0.9934574850131481
475.55745999999994,0.9933862177230259
475.57288,0.9933147942031246
475.58826,0.9932435849857398
475.60367,0.9931722659256139
475.61905,0.993101114691194
475.63446,0.9930298536916552
475.64984000000004,0.9929587603694087
475.66525,0.9928875573595841
475.68063,0.9928165218788354
475.69604000000004,0.9927453767879694
475.71143,0.9926743529381831
475.72684000000004,0.9926032657144108
475.74222000000003,0.9925323457238177
475.75763,0.9924613162778142
475.77300999999994,0.9923904539173566
475.78842000000003,0.99231948217871
475.8038,0.9922486773781706
475.81920999999994,0.9921777632765837
475.83459000000005,0.992107015965858
475.85000999999994,0.9920361134596161
475.86542000000003,0.9919652857287439
475.8808,0.9918946245681113
475.89620999999994,0.9918238542989979
475.91159000000005,0.9917532504533613
475.92699999999996,0.9916825375761077
475.94237999999996,0.9916119909757616
475.95779000000005,0.9915413354205804
475.97317999999996,0.9914708001733414
475.98859000000004,0.9914002018891446
476.00397000000004,0.9913297695892493
476.01937999999996,0.9912592284878727
476.03475999999995,0.991188853224804
476.05017000000004,0.9911183692367991
476.06555,0.9910480509413017
476.08095999999995,0.9909776239973357
476.09634000000005,0.9909073626002649
476.11175999999995,0.9908369469752344
476.12714000000005,0.9907667424260059
476.14255,0.9906964293810321
476.15792999999996,0.9906262815922581
476.17334000000005,0.990556025383968
476.18875,0.990485797595837
